clean_id,pa_id,ps_name,mpa_party,w1_s1_treat,w1_s2_treat,s1_phone_answer,s1_answered_question,s2_phone_answer,s2_answered_question,age,income_scale,educ_years,pmln_kp_govt,knows_president,mpa_therm,mpa_party_therm,voted,mpa_therm_end,mpa_party_therm_end,voted_end,party_vote_end,accountability_prospects_index_std_end,incumbent_evaluations_index_std_end,participation_index_std_end
e3_hh12_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,45,3,0,1,1,5,1,1,1,1,1,5,1.041411982261126,-1.1409336809851713,0.7342664926379137
e4_hh4_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H1_control,NA,NA,NA,NA,NA,59,3,10,2,3,6,5,1,1,1,1,6,0.8614720825584403,-1.1409336809851713,2.0622669431672063
e3_hh9_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,29,3,11,1,1,6,5,1,1,1,1,2,0.1658243917757285,-0.9481328661056593,2.0622669431672063
e4_hh7_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3G_generic,1,FALSE,0,FALSE,53,3,13,2,3,1,2,1,1,2,1,7,-1.9430049694351006,-1.0595551710428672,-0.46253034818942657
e4_hh3_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,51,3,9,2,1,5,3,1,5,4,1,4,-0.3892047386990096,-0.36276535438375496,2.0622669431672063
e4_hh7_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3G_generic,0,FALSE,0,FALSE,48,1,10,1,2,5,1,1,NA,NA,NA,NA,NA,NA,NA
e1_hh15_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3C_control,1,TRUE,NA,NA,46,3,16,1,2,3,1,1,4,2,1,4,-0.3892047386990096,-0.6108303697421111,2.0622669431672063
e2_hh27_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3R_responsive,1,FALSE,1,TRUE,40,3,12,1,2,5,1,1,1,1,1,7,0.3261036217810582,-1.1409336809851713,2.0622669431672063
e1_hh30_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,30,3,10,1,2,5,5,1,1,1,1,6,1.0708497851650989,-0.7553320512261471,-0.46253034818942657
e4_hh17_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,63,3,0,2,2,6,2,1,1,1,1,2,1.4165012130331784,-0.9481328661056593,2.0622669431672063
e2_hh3_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3G_generic,0,FALSE,0,FALSE,50,4,0,1,1,2,2,1,1,1,1,4,-0.2092648389963238,-1.1409336809851713,-0.46253034818942657
e2_hh3_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H1_control,NA,NA,NA,NA,NA,49,2,0,2,1,10,10,1,9,9,1,1,-1.19825880605106,1.3735238435920047,-0.46253034818942657
e2_hh30_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,37,2,12,2,1,8,8,1,10,8,1,1,1.4165012130331784,1.3774533291234485,-0.46253034818942657
e1_hh10_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3G_generic,1,FALSE,1,TRUE,48,4,14,2,1,1,1,1,1,1,1,5,-1.4796023299511296,-1.1409336809851713,2.0622669431672063
e2_hh25_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3G_generic,1,FALSE,1,TRUE,51,1,10,2,2,5,1,1,1,2,1,6,-1.0848524294817214,-0.673953541283843,-0.46253034818942657
e3_hh17_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H1_control,NA,NA,NA,NA,NA,59,2,10,2,2,8,9,1,10,10,1,1,-0.5669190192363577,1.7330111638875692,2.0622669431672063
e2_hh25_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,42,2,10,1,2,5,2,0,1,1,1,6,1.7741553932732124,-0.9481328661056593,0.7342664926379137
e3_hh29_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,45,2,14,3,1,4,4,1,3,3,1,6,-0.031550558458975676,-0.614759855273555,2.0622669431672063
e2_hh4_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,30,2,10,2,1,1,1,1,2,2,1,6,-2.5154691504418567,-0.588645545810095,2.0622669431672063
e2_hh19_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,46,3,16,1,2,9,10,1,10,9,1,1,-0.35976693579503677,1.4588318390657529,-0.46253034818942657
e2_hh19_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,60,2,0,1,1,5,2,1,1,2,1,5,0.2792307683450669,-1.0595551710428672,2.0622669431672063
e1_hh26_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,38,3,10,2,2,5,1,1,5,2,1,4,-0.031550558458975676,-0.5255223742683632,-0.46253034818942657
e2_hh1_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3C_control,0,FALSE,NA,NA,39,3,16,2,1,4,4,1,NA,NA,NA,NA,NA,NA,NA
e2_hh17_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3R_responsive,1,TRUE,1,TRUE,48,2,14,2,1,1,4,1,2,3,1,4,-0.04898560899099402,-0.8928686656268152,0.7342664926379137
e2_hh10_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,20,3,12,1,2,7,10,0,8,9,1,1,-1.2353545262804342,1.481016662997769,0.7342664926379137
e3_hh5_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2C_control,1,NA,NA,NA,37,3,12,1,1,5,6,1,1,1,1,6,-0.32267121556566236,-1.1409336809851713,-0.46253034818942657
e2_hh1_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,49,3,11,2,1,10,10,1,9,9,1,1,0.3261036217810582,1.3735238435920047,2.0622669431672063
e1_hh2_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,36,3,14,1,1,6,2,1,1,1,1,4,-1.8470336433977803,-1.1409336809851713,0.7342664926379137
e3_hh15_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,38,3,8,1,1,3,2,1,4,1,1,4,-1.7827257394297709,-0.6922088796844152,-0.46253034818942657
e4_hh1_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2C_control,1,NA,NA,NA,33,2,12,1,1,4,2,1,1,2,1,7,0.06442076757834438,-1.0595551710428672,-0.46253034818942657
e1_hh6_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,31,3,13,1,2,5,5,1,5,5,1,4,1.5593453925064897,-0.474187659320963,-0.46253034818942657
e4_hh17_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H2_call,H2Q_question,1,NA,1,TRUE,44,1,8,1,2,6,4,1,1,3,1,4,1.803593196177185,-0.9781766611005632,2.0622669431672063
e1_hh19_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,59,1,10,1,1,5,5,1,5,5,1,4,-0.604014739465732,-0.474187659320963,-0.46253034818942657
e3_hh26_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,62,2,8,2,1,5,4,1,1,1,1,7,-0.7468589189390434,-0.9481328661056593,0.7342664926379137
e4_hh10_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,55,2,14,1,4,10,10,1,9,9,1,1,0.45694504888241516,1.3735238435920047,2.0622669431672063
e4_hh21_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H2_call,H2C_control,1,NA,NA,NA,37,1,11,2,1,5,3,1,1,4,1,6,1.6607490167038739,-0.896798151158259,2.0622669431672063
e4_hh15_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2C_control,1,NA,NA,NA,49,2,16,1,2,4,3,1,2,3,1,5,1.529907589602517,-0.8928686656268152,0.7342664926379137
e4_hh2_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,43,2,12,1,1,10,9,1,9,10,1,1,0.09929086864238121,1.6477031684138213,-0.46253034818942657
e4_hh26_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,39,3,14,2,1,2,1,1,1,2,1,4,-0.4360775921350008,-1.0595551710428672,-0.46253034818942657
e2_hh29_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,59,3,10,2,4,8,8,1,10,8,1,1,0.5234785720157623,1.570254144002961,0.7342664926379137
e3_hh25_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,59,1,16,1,1,9,10,1,10,9,1,1,0.5234785720157623,1.651632653945265,2.0622669431672063
e3_hh16_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,49,3,0,1,1,7,10,1,8,9,0,NA,-3.1642439877885775,1.0793954139554305,-4.645479187455013
e2_hh7_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,47,3,14,1,1,9,10,1,10,9,1,1,-0.633452542369705,1.651632653945265,2.0622669431672063
e2_hh9_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H2_call,H2Q_question,1,NA,0,FALSE,44,3,10,2,1,5,3,1,5,4,1,4,0.6837578020210922,-0.36276535438375496,-0.46253034818942657
e4_hh6_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,38,3,13,1,1,9,10,1,10,9,1,1,-0.27579836212967107,1.651632653945265,-0.46253034818942657
e4_hh30_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,47,3,11,2,4,5,3,1,1,4,1,2,0.7971641785904306,-0.7039973362787469,2.0622669431672063
e2_hh2_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H2_call,H2Q_question,1,NA,0,FALSE,30,3,10,1,2,5,4,1,5,3,1,4,1.0708497851650989,-0.6369446792055712,2.0622669431672063
e1_hh30_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,39,1,0,1,1,4,2,1,2,2,1,5,-1.2527895768124526,-0.9742471755691192,2.0622669431672063
e4_hh21_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,28,3,9,2,1,5,10,1,8,9,1,1,-0.6803253958056963,1.481016662997769,-0.46253034818942657
e2_hh4_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3G_generic,1,TRUE,0,FALSE,40,4,9,2,1,6,3,1,1,3,1,5,-0.0904261642669213,-0.9781766611005632,-0.46253034818942657
e4_hh8_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,48,3,12,1,2,4,3,1,3,4,1,4,-0.5494839687043394,-0.7261821602107631,-0.46253034818942657
e1_hh10_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,56,2,5,2,2,5,3,1,1,4,1,6,-1.5264751833871208,-0.896798151158259,2.0622669431672063
e3_hh14_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,48,2,16,1,1,5,1,1,1,2,1,6,-3.1642439877885775,-0.673953541283843,2.0622669431672063
e1_hh17_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,25,3,10,2,1,4,2,1,3,1,1,6,-0.3892047386990096,-0.5847160602786511,-0.46253034818942657
e1_hh3_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,44,4,10,1,1,4,2,1,3,1,1,6,0.03498296467437156,-0.5847160602786511,-0.46253034818942657
e4_hh16_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H2_call,H2C_control,1,NA,NA,NA,28,3,0,1,1,6,2,1,1,1,1,6,-1.1513859526150687,-1.1409336809851713,0.7342664926379137
e4_hh11_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H1_control,NA,NA,NA,NA,NA,31,2,14,2,1,10,10,1,9,9,1,1,-0.7642939694710619,1.3735238435920047,2.0622669431672063
e1_hh6_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,30,1,0,1,1,4,5,1,1,1,1,7,1.041411982261126,-0.7553320512261471,0.7342664926379137
e1_hh25_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H2_call,H2C_control,1,NA,NA,NA,39,1,10,1,1,5,3,1,1,4,1,6,-0.4535126426670193,-0.896798151158259,-0.46253034818942657
e3_hh23_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,23,3,10,1,1,10,9,0,NA,NA,NA,NA,NA,NA,NA
e2_hh22_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3R_responsive,0,FALSE,0,FALSE,49,2,14,1,2,5,3,1,1,4,1,6,0.2792307683450669,-0.5111965213992347,-0.46253034818942657
e3_hh19_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,43,3,14,1,1,4,4,0,3,3,1,6,0.7971641785904306,-0.614759855273555,-0.46253034818942657
e4_hh6_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H2_call,H2Q_question,0,NA,0,FALSE,29,3,14,1,1,1,2,0,2,1,1,6,-0.3892047386990096,-0.8628248706319113,-0.46253034818942657
e3_hh9_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H2_call,H2C_control,0,NA,NA,NA,39,1,14,1,1,5,4,1,1,3,0,NA,-0.5200461658003666,-0.5858342741845501,-4.645479187455013
e3_hh10_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,46,2,0,2,1,6,2,1,1,2,1,5,0.3086685712490398,-1.0595551710428672,2.0622669431672063
e4_hh2_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,39,3,12,2,4,9,10,1,10,9,1,1,-1.6398815599564593,1.651632653945265,2.0622669431672063
e4_hh21_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H1_control,NA,NA,NA,NA,NA,56,3,10,1,1,2,3,1,2,3,1,5,-0.2583633115976527,-0.700067850747303,0.7342664926379137
e2_hh6_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,37,3,14,1,2,6,5,1,1,1,1,6,1.315097588835794,-0.7553320512261471,2.0622669431672063
e3_hh11_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3G_generic,1,FALSE,0,FALSE,58,4,9,2,1,5,2,1,1,1,1,3,0.21269724521171973,-1.1409336809851713,-0.46253034818942657
e4_hh17_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,50,3,10,1,1,4,2,1,1,2,1,7,1.041411982261126,-1.0595551710428672,-0.46253034818942657
e1_hh22_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H3_call_qs,H3G_generic,1,FALSE,1,TRUE,32,2,12,2,2,4,5,1,3,5,1,4,0.4395099983503967,-0.4520028353889468,-0.46253034818942657
e4_hh4_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,34,3,0,2,1,9,10,1,10,9,1,1,1.4459390159371512,1.4588318390657529,-0.46253034818942657
e4_hh2_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,39,2,11,1,1,5,3,1,1,4,0,NA,-0.1743947379322869,-0.6958563635903745,-4.645479187455013
e2_hh30_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3G_generic,1,FALSE,0,FALSE,38,2,12,1,2,8,10,1,10,9,1,1,1.4165012130331784,1.4588318390657529,-0.46253034818942657
e2_hh11_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,48,2,14,1,1,6,4,1,1,2,1,5,0.005545161770398612,-1.0595551710428672,2.0622669431672063
e2_hh8_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H2_call,H2Q_question,0,NA,0,FALSE,46,1,14,2,2,1,2,1,2,1,1,4,-0.32267121556566236,-1.0556256855114234,2.0622669431672063
e4_hh9_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,39,1,12,2,1,10,10,1,9,9,1,1,-0.32267121556566236,1.3735238435920047,-0.46253034818942657
e1_hh14_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H2_call,H2C_control,1,NA,NA,NA,51,2,14,2,1,5,3,1,1,4,1,6,-0.2583633115976527,-0.7039973362787469,0.7342664926379137
e4_hh13_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,39,2,14,2,2,8,9,1,10,10,1,1,-0.9071381489443732,1.7330111638875692,2.0622669431672063
e2_hh13_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H2_call,H2C_control,1,NA,NA,NA,46,1,0,1,2,5,4,1,1,2,1,5,0.6248821962131466,-0.86675435616335506,0.7342664926379137
e2_hh2_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,49,3,12,2,2,4,3,1,3,4,1,6,-1.067417378949703,-0.5333813453312509,2.0622669431672063
e2_hh14_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,47,3,14,2,2,4,1,1,2,1,1,5,0.9574434085957603,-1.0556256855114234,0.7342664926379137
e2_hh22_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H2_call,H2C_control,1,NA,NA,NA,36,3,0,1,1,5,2,1,1,2,1,5,0.3086685712490398,-0.86675435616335506,2.0622669431672063
e1_hh25_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2Q_question,1,NA,0,FALSE,49,3,13,1,1,5,4,1,5,3,1,4,-0.8111668229070532,-0.6369446792055712,2.0622669431672063
e1_hh11_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H1_control,NA,NA,NA,NA,NA,35,1,13,2,1,1,4,1,2,3,1,4,0.8614720825584403,-0.8928686656268152,-0.46253034818942657
e1_hh9_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3C_control,0,FALSE,NA,NA,49,2,12,2,1,2,4,0,1,3,1,2,-0.19182978846430543,-0.5925750313415388,2.0622669431672063
e2_hh15_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H2_call,H2C_control,0,NA,NA,NA,20,1,0,2,2,5,1,0,5,2,1,4,-1.0554146265777484,-0.7183231891478753,-0.46253034818942657
e2_hh21_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2Q_question,1,NA,0,FALSE,60,3,9,1,2,4,4,1,1,1,1,7,-0.5669190192363577,-0.9481328661056593,2.0622669431672063
e1_hh6_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H3_call_qs,H3G_generic,1,FALSE,0,FALSE,25,3,12,1,2,10,10,1,9,9,1,1,0.040415262834435584,1.3735238435920047,-0.46253034818942657
e1_hh12_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,47,3,10,2,2,5,1,1,1,1,1,5,-0.1449569350283142,-1.1409336809851713,-0.46253034818942657
e1_hh10_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H3_call_qs,H3G_generic,1,FALSE,0,FALSE,37,2,12,2,1,3,5,1,NA,NA,NA,NA,NA,NA,NA
e1_hh11_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,43,2,14,2,2,10,10,1,9,9,0,NA,-0.031550558458975676,1.1647034094291786,-3.448682346627672
e3_hh2_ps-7066-gps-mulazai,PK-7,PS-7066-GPS MulaZai,1,H2_call,H2Q_question,1,NA,0,FALSE,45,4,0,1,2,5,4,1,1,3,1,6,0.8614720825584403,-0.785375846221051,2.0622669431672063
e3_hh13_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H2_call,H2Q_question,1,NA,0,FALSE,35,3,13,1,2,5,3,1,1,4,1,6,-0.7097631987096692,-0.7039973362787469,-0.46253034818942657
e4_hh4_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3R_responsive,1,FALSE,0,FALSE,34,1,0,1,1,9,10,1,10,9,1,1,-1.3661959533817913,1.4588318390657529,2.0622669431672063
e1_hh19_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H1_control,NA,NA,NA,NA,NA,50,1,10,2,1,5,1,1,1,2,1,6,0.46894780125436963,-0.86675435616335506,2.0622669431672063
e2_hh15_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,25,3,12,1,2,1,1,1,2,2,1,2,1.5593453925064897,-0.588645545810095,-0.46253034818942657
e4_hh14_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2C_control,1,NA,NA,NA,53,3,12,2,2,9,8,1,10,8,1,1,0.582354177823708,1.570254144002961,-0.46253034818942657
e3_hh18_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H2_call,H2C_control,0,NA,NA,NA,36,2,12,1,2,5,2,1,1,2,1,7,0.4395099983503967,-1.0595551710428672,0.7342664926379137
e1_hh11_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,35,2,10,1,1,5,4,1,1,2,1,5,0.5529163749197352,-0.86675435616335506,2.0622669431672063
e1_hh18_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,41,3,11,1,2,6,4,1,6,1,1,7,0.3555414246850311,-0.5215928887369193,2.0622669431672063
e1_hh28_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,40,4,14,1,2,6,4,1,1,3,1,6,-0.7566360521456605,-0.9781766611005632,-0.46253034818942657
e4_hh11_ps-7047-ghs-mathra,PK-7,PS-7047-GHS Mathra,1,H2_call,H2Q_question,0,NA,0,FALSE,43,2,14,1,1,1,2,1,2,1,1,3,-0.35210901846963527,-0.8628248706319113,-0.46253034818942657
e1_hh27_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,48,2,13,1,1,8,10,1,10,9,1,1,-0.9714460529123831,1.4588318390657529,-0.46253034818942657
e3_hh11_ps-7026-gps-gara-tajak,PK-7,PS-7026-GPS-Gara Tajak,1,H1_control,NA,NA,NA,NA,NA,30,3,10,1,1,5,2,1,1,1,1,6,-1.6398815599564593,-1.1409336809851713,2.0622669431672063
e4_hh18_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,75,3,11,2,1,6,2,1,1,1,1,6,0.06442076757834438,-0.9481328661056593,2.0622669431672063
e3_hh13_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,59,2,7,1,1,5,2,1,1,1,1,6,0.06442076757834438,-0.9481328661056593,2.0622669431672063
e2_hh17_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,56,3,10,2,2,6,4,1,1,3,1,2,0.06442076757834438,-0.785375846221051,-0.46253034818942657
e2_hh5_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,22,3,14,1,1,5,1,0,1,2,1,6,0.4395099983503967,-0.673953541283843,2.0622669431672063
e3_hh11_ps-7076-gps-darmangi,PK-7,PS-7076-GPS Darmangi,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,60,3,0,1,3,8,9,1,10,10,1,1,-0.5669190192363577,1.540210349008057,0.7342664926379137
e1_hh12_ps-7065-gps-pathwar-payan,PK-7,PS-7065-GPS-Pathwar Payan,1,H1_control,NA,NA,NA,NA,NA,43,1,14,1,2,8,10,1,10,9,0,NA,-1.3956337562857641,1.0594784432493793,-4.645479187455013
e1_hh21_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3C_control,1,FALSE,NA,NA,70,3,0,1,2,5,2,1,1,1,1,6,-0.2932334126616895,-0.9481328661056593,2.0622669431672063
e1_hh26_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H3_call_qs,H3G_generic,1,FALSE,1,TRUE,39,3,12,1,1,9,9,1,10,10,1,1,0.7971641785904306,1.540210349008057,0.7342664926379137
e4_hh16_ps-7028-gps-kochiyan,PK-7,PS-7028-GPS Kochiyan,1,H1_control,NA,NA,NA,NA,NA,69,1,0,1,1,4,2,1,3,1,1,6,0.6837578020210922,-0.9703176900376754,2.0622669431672063
